ID,FINAL
1637,HG01927
1638,HG01932
1639,HG01933
1640,HG01935
1641,HG01936
1642,HG01938
1643,HG01939
1644,HG01941
1645,HG01942
1646,HG01944
1647,HG01945
1648,HG01947
1649,HG01948
1650,HG01950
1651,HG01951
1652,HG01953
1653,HG01954
1654,HG01956
1655,HG01958
1656,HG01961
1657,HG01965
1658,HG01967
1659,HG01968
1660,HG01970
1661,HG01971
1662,HG01973
1663,HG01974
1664,HG01976
1665,HG01977
1666,HG01979
1667,HG01980
1668,HG01982
1669,HG01985
1670,HG01986
1671,HG01988
1672,HG01989
1673,HG01990
1674,HG01991
1675,HG01992
1676,HG01997
1677,HG02002
1678,HG02003
1679,HG02006
1680,HG02008
1681,HG02009
1682,HG02010
1683,HG02012
1684,HG02013
1685,HG02014
1686,HG02016
1687,HG02017
1688,HG02019
1689,HG02020
1690,HG02023
1691,HG02025
1692,HG02026
1693,HG02028
1694,HG02029
1695,HG02031
1696,HG02032
1697,HG02035
1698,HG02040
1699,HG02047
1700,HG02048
1701,HG02049
1702,HG02050
1703,HG02051
1704,HG02052
1705,HG02053
1706,HG02054
1707,HG02057
1708,HG02058
1709,HG02060
1710,HG02061
1711,HG02064
1712,HG02067
1713,HG02069
1714,HG02070
1715,HG02072
1716,HG02073
1717,HG02075
1718,HG02076
1719,HG02078
1720,HG02079
1721,HG02081
1722,HG02082
1723,HG02084
1724,HG02085
1725,HG02086
1726,HG02087
1727,HG02088
1728,HG02089
1729,HG02090
1730,HG02095
1731,HG02102
1732,HG02104
1733,HG02105
1734,HG02107
1735,HG02108
1736,HG02111
1737,HG02113
1738,HG02116
1739,HG02121
1740,HG02122
1741,HG02127
1742,HG02128
1743,HG02130
1744,HG02131
1745,HG02133
1746,HG02134
1747,HG02136
1748,HG02137
1749,HG02138
1750,HG02139
1751,HG02140
1752,HG02141
1753,HG02142
1754,HG02143
1755,HG02144
1756,HG02146
1757,HG02147
1758,HG02150
1759,HG02151
1760,HG02152
1761,HG02153
1762,HG02154
1763,HG02155
1764,HG02156
1765,HG02164
1766,HG02165
1767,HG02166
1768,HG02168
1769,HG02169
1770,HG02170
1771,HG02173
1772,HG02176
1773,HG02178
1774,HG02179
1775,HG02180
1776,HG02181
1777,HG02182
1778,HG02184
1779,HG02185
1780,HG02186
1781,HG02187
1782,HG02188
1783,HG02190
1784,HG02215
1785,HG02219
1786,HG02220
1787,HG02221
1788,HG02223
1789,HG02224
1790,HG02230
1791,HG02231
1792,HG02232
1793,HG02233
1794,HG02235
1795,HG02236
1796,HG02238
1797,HG02239
1798,HG02250
1799,HG02252
1800,HG02253
1801,HG02255
1802,HG02256
1803,HG02259
1804,HG02260
1805,HG02262
1806,HG02265
1807,HG02266
1808,HG02271
1809,HG02272
1810,HG02274
1811,HG02275
1812,HG02277
1813,HG02278
1814,HG02281
1815,HG02282
1816,HG02283
1817,HG02284
1818,HG02285
1819,HG02286
1820,HG02291
1821,HG02292
1822,HG02298
1823,HG02299
1824,HG02301
1825,HG02304
1826,HG02307
1827,HG02308
1828,HG02309
1829,HG02312
1830,HG02314
1831,HG02315
1832,HG02317
1833,HG02318
1834,HG02322
1835,HG02323
1836,HG02325
1837,HG02330
1838,HG02332
1839,HG02334
1840,HG02337
1841,HG02339
1842,HG02343
1843,HG02345
1844,HG02348
1845,HG02351
1846,HG02353
1847,HG02355
1848,HG02356
1849,HG02358
1850,HG02360
1851,HG02364
1852,HG02367
1853,HG02371
1854,HG02373
1855,HG02374
1856,HG02375
1857,HG02379
1858,HG02380
1859,HG02382
1860,HG02383
1861,HG02384
1862,HG02385
1863,HG02386
1864,HG02389
1865,HG02390
1866,HG02391
1867,HG02392
1868,HG02394
1869,HG02395
1870,HG02396
1871,HG02397
1872,HG02398
1873,HG02399
1874,HG02401
1875,HG02402
1876,HG02405
1877,HG02406
1878,HG02407
1879,HG02408
1880,HG02409
1881,HG02410
1882,HG02419
1883,HG02420
1884,HG02425
1885,HG02427
1886,HG02429
1887,HG02433
1888,HG02436
1889,HG02439
1890,HG02442
1891,HG02445
1892,HG02449
1893,HG02450
1894,HG02455
1895,HG02461
1896,HG02462
1897,HG02464
1898,HG02465
1899,HG02470
1900,HG02471
1901,HG02476
1902,HG02477
1903,HG02479
1904,HG02481
1905,HG02484
1906,HG02485
1907,HG02489
1908,HG02490
1909,HG02491
1910,HG02493
1911,HG02494
1912,HG02496
1913,HG02497
1914,HG02501
1915,HG02502
1916,HG02505
1917,HG02508
1918,HG02511
1919,HG02512
1920,HG02513
1921,HG02521
1922,HG02522
1923,HG02536
1924,HG02537
1925,HG02541
1926,HG02545
1927,HG02546
1928,HG02549
1929,HG02554
1930,HG02555
1931,HG02557
1932,HG02558
1933,HG02561
1934,HG02562
1935,HG02568
1936,HG02570
1937,HG02571
1938,HG02573
1939,HG02574
1940,HG02577
1941,HG02580
1942,HG02582
1943,HG02583
1944,HG02585
1945,HG02586
1946,HG02588
1947,HG02589
1948,HG02594
1949,HG02595
1950,HG02597
1951,HG02600
1952,HG02601
1953,HG02603
1954,HG02604
1955,HG02610
1956,HG02611
1957,HG02613
1958,HG02614
1959,HG02620
1960,HG02621
1961,HG02623
1962,HG02624
1963,HG02628
1964,HG02629
1965,HG02634
1966,HG02635
1967,HG02642
1968,HG02643
1969,HG02645
1970,HG02646
1971,HG02648
1972,HG02649
1973,HG02651
1974,HG02652
1975,HG02654
1976,HG02655
1977,HG02657
1978,HG02658
1979,HG02660
1980,HG02661
1981,HG02666
1982,HG02667
1983,HG02675
1984,HG02676
1985,HG02678
1986,HG02679
1987,HG02681
1988,HG02682
1989,HG02684
1990,HG02685
1991,HG02687
1992,HG02688
1993,HG02690
1994,HG02691
1995,HG02694
1996,HG02696
1997,HG02697
1998,HG02699
1999,HG02700
2000,HG02702
2001,HG02703
2002,HG02715
2003,HG02716
2004,HG02721
2005,HG02722
2006,HG02724
2007,HG02725
2008,HG02727
2009,HG02728
2010,HG02731
2011,HG02733
2012,HG02734
2013,HG02736
2014,HG02737
2015,HG02756
2016,HG02757
2017,HG02759
2018,HG02760
2019,HG02763
2020,HG02768
2021,HG02769
2022,HG02771
2023,HG02772
2024,HG02774
2025,HG02775
2026,HG02778
2027,HG02780
2028,HG02783
2029,HG02784
2030,HG02786
2031,HG02787
2032,HG02789
2033,HG02790
2034,HG02792
2035,HG02793
2036,HG02798
2037,HG02799
2038,HG02804
2039,HG02805
2040,HG02807
2041,HG02808
2042,HG02810
2043,HG02811
2044,HG02813
2045,HG02814
2046,HG02816
2047,HG02817
2048,HG02819
2049,HG02820
2050,HG02836
2051,HG02837
2052,HG02839
2053,HG02840
2054,HG02851
2055,HG02852
2056,HG02854
2057,HG02855
2058,HG02860
2059,HG02861
2060,HG02870
2061,HG02878
2062,HG02879
2063,HG02881
2064,HG02882
2065,HG02884
2066,HG02885
2067,HG02887
2068,HG02888
2069,HG02890
2070,HG02891
2071,HG02895
2072,HG02896
2073,HG02922
2074,HG02923
2075,HG02938
2076,HG02941
2077,HG02943
2078,HG02944
2079,HG02946
2080,HG02947
2081,HG02952
2082,HG02953
2083,HG02968
2084,HG02970
2085,HG02971
2086,HG02973
2087,HG02974
2088,HG02976
2089,HG02977
2090,HG02979
2091,HG02981
2092,HG02982
2093,HG02983
2094,HG03006
2095,HG03007
2096,HG03009
2097,HG03012
2098,HG03015
2099,HG03016
2100,HG03018
2101,HG03019
2102,HG03021
2103,HG03022
2104,HG03024
2105,HG03025
2106,HG03027
2107,HG03028
2108,HG03039
2109,HG03040
2110,HG03045
2111,HG03046
2112,HG03048
2113,HG03049
2114,HG03052
2115,HG03054
2116,HG03055
2117,HG03057
2118,HG03058
2119,HG03060
2120,HG03061
2121,HG03063
2122,HG03064
2123,HG03066
2124,HG03069
2125,HG03072
2126,HG03073
2127,HG03074
2128,HG03077
2129,HG03078
2130,HG03079
2131,HG03081
2132,HG03082
2133,HG03084
2134,HG03085
2135,HG03086
2136,HG03088
2137,HG03091
2138,HG03095
2139,HG03096
2140,HG03097
2141,HG03099
2142,HG03100
2143,HG03103
2144,HG03105
2145,HG03108
2146,HG03109
2147,HG03111
2148,HG03112
2149,HG03114
2150,HG03115
2151,HG03117
2152,HG03118
2153,HG03120
2154,HG03121
2155,HG03123
2156,HG03124
2157,HG03126
2158,HG03127
2159,HG03129
2160,HG03130
2161,HG03132
2162,HG03133
2163,HG03135
2164,HG03136
2165,HG03139
2166,HG03157
2167,HG03159
2168,HG03160
2169,HG03162
2170,HG03163
2171,HG03166
2172,HG03168
2173,HG03169
2174,HG03171
2175,HG03172
2176,HG03175
2177,HG03189
2178,HG03190
2179,HG03193
2180,HG03195
2181,HG03196
2182,HG03198
2183,HG03199
2184,HG03202
2185,HG03209
2186,HG03212
2187,HG03224
2188,HG03225
2189,HG03228
2190,HG03229
2191,HG03234
2192,HG03235
2193,HG03237
2194,HG03238
2195,HG03240
2196,HG03241
2197,HG03246
2198,HG03247
2199,HG03258
2200,HG03259
2201,HG03265
2202,HG03267
2203,HG03268
2204,HG03270
2205,HG03271
2206,HG03279
2207,HG03280
2208,HG03291
2209,HG03294
2210,HG03295
2211,HG03297
2212,HG03298
2213,HG03300
2214,HG03301
2215,HG03303
2216,HG03304
2217,HG03311
2218,HG03313
2219,HG03342
2220,HG03343
2221,HG03351
2222,HG03352
2223,HG03354
2224,HG03363
2225,HG03366
2226,HG03367
2227,HG03369
2228,HG03370
2229,HG03372
2230,HG03376
2231,HG03378
2232,HG03380
2233,HG03382
2234,HG03385
2235,HG03388
2236,HG03391
2237,HG03393
2238,HG03394
2239,HG03397
2240,HG03398
2241,HG03401
2242,HG03410
2243,HG03419
2244,HG03428
2245,HG03431
2246,HG03432
2247,HG03433
2248,HG03436
2249,HG03437
2250,HG03439
2251,HG03442
2252,HG03445
2253,HG03446
2254,HG03449
2255,HG03451
2256,HG03452
2257,HG03455
2258,HG03457
2259,HG03458
2260,HG03460
2261,HG03461
2262,HG03462
2263,HG03464
2264,HG03469
2265,HG03470
2266,HG03472
2267,HG03473
2268,HG03476
2269,HG03478
2270,HG03479
2271,HG03484
2272,HG03485
2273,HG03488
2274,HG03490
2275,HG03491
2276,HG03499
2277,HG03511
2278,HG03514
2279,HG03515
2280,HG03517
2281,HG03518
2282,HG03520
2283,HG03521
2284,HG03538
2285,HG03539
2286,HG03547
2287,HG03548
2288,HG03549
2289,HG03556
2290,HG03557
2291,HG03558
2292,HG03559
2293,HG03563
2294,HG03565
2295,HG03567
2296,HG03571
2297,HG03572
2298,HG03575
2299,HG03577
2300,HG03578
2301,HG03583
2302,HG03585
2303,HG03589
2304,HG03593
2305,HG03594
2306,HG03595
2307,HG03598
2308,HG03600
2309,HG03603
2310,HG03604
2311,HG03607
2312,HG03611
2313,HG03615
2314,HG03616
2315,HG03619
2316,HG03624
2317,HG03625
2318,HG03629
2319,HG03631
2320,HG03634
2321,HG03636
2322,HG03640
2323,HG03642
2324,HG03643
2325,HG03644
2326,HG03645
2327,HG03646
2328,HG03649
2329,HG03652
2330,HG03653
2331,HG03660
2332,HG03663
2333,HG03667
2334,HG03668
2335,HG03672
2336,HG03673
2337,HG03679
2338,HG03680
2339,HG03681
2340,HG03684
2341,HG03685
2342,HG03686
2343,HG03687
2344,HG03689
2345,HG03690
2346,HG03691
2347,HG03692
2348,HG03693
2349,HG03694
2350,HG03695
2351,HG03696
2352,HG03697
2353,HG03698
2354,HG03702
2355,HG03703
2356,HG03705
2357,HG03706
2358,HG03708
2359,HG03709
2360,HG03711
2361,HG03713
2362,HG03714
2363,HG03716
2364,HG03717
2365,HG03718
2366,HG03720
2367,HG03722
2368,HG03727
2369,HG03729
2370,HG03730
2371,HG03731
2372,HG03733
2373,HG03736
2374,HG03738
2375,HG03740
2376,HG03741
2377,HG03742
2378,HG03743
2379,HG03744
2380,HG03745
2381,HG03746
2382,HG03750
2383,HG03752
2384,HG03753
2385,HG03754
2386,HG03755
2387,HG03756
2388,HG03757
2389,HG03760
2390,HG03762
2391,HG03765
2392,HG03767
2393,HG03770
2394,HG03771
2395,HG03772
2396,HG03773
2397,HG03774
2398,HG03775
2399,HG03777
2400,HG03778
2401,HG03779
2402,HG03780
2403,HG03781
2404,HG03782
2405,HG03784
2406,HG03785
2407,HG03786
2408,HG03787
2409,HG03788
2410,HG03789
2411,HG03790
2412,HG03792
2413,HG03793
2414,HG03796
2415,HG03800
2416,HG03802
2417,HG03803
2418,HG03805
2419,HG03808
2420,HG03809
2421,HG03812
2422,HG03814
2423,HG03815
2424,HG03817
2425,HG03821
2426,HG03823
2427,HG03824
2428,HG03826
2429,HG03829
2430,HG03830
2431,HG03832
2432,HG03833
2433,HG03836
2434,HG03837
2435,HG03838
2436,HG03844
2437,HG03846
2438,HG03848
2439,HG03849
2440,HG03850
2441,HG03851
2442,HG03854
2443,HG03856
2444,HG03857
2445,HG03858
2446,HG03861
2447,HG03862
2448,HG03863
2449,HG03864
2450,HG03866
2451,HG03867
2452,HG03868
2453,HG03869
2454,HG03870
2455,HG03871
2456,HG03872
2457,HG03873
2458,HG03874
2459,HG03875
2460,HG03882
2461,HG03884
2462,HG03885
2463,HG03886
2464,HG03887
2465,HG03888
2466,HG03890
2467,HG03894
2468,HG03895
2469,HG03896
2470,HG03897
2471,HG03898
2472,HG03899
2473,HG03900
2474,HG03902
2475,HG03905
2476,HG03907
2477,HG03908
2478,HG03910
2479,HG03911
2480,HG03913
2481,HG03914
2482,HG03916
2483,HG03917
2484,HG03919
2485,HG03920
2486,HG03922
2487,HG03925
2488,HG03926
2489,HG03928
2490,HG03931
2491,HG03934
2492,HG03937
2493,HG03940
2494,HG03941
2495,HG03943
2496,HG03944
2497,HG03945
2498,HG03947
2499,HG03949
2500,HG03950
2501,HG03951
2502,HG03953
2503,HG03955
2504,HG03960
2505,HG03963
2506,HG03965
2507,HG03967
2508,HG03968
2509,HG03969
2510,HG03971
2511,HG03973
2512,HG03974
2513,HG03976
2514,HG03977
2515,HG03978
2516,HG03985
2517,HG03986
2518,HG03989
2519,HG03990
2520,HG03991
2521,HG03995
2522,HG03998
2523,HG03999
2524,HG04001
2525,HG04002
2526,HG04003
2527,HG04006
2528,HG04014
2529,HG04015
2530,HG04017
2531,HG04018
2532,HG04019
2533,HG04020
2534,HG04022
2535,HG04023
2536,HG04025
2537,HG04026
2538,HG04029
2539,HG04033
2540,HG04035
2541,HG04038
2542,HG04039
2543,HG04042
2544,HG04047
2545,HG04054
2546,HG04056
2547,HG04059
2548,HG04060
2549,HG04061
2550,HG04062
2551,HG04063
2552,HG04070
2553,HG04075
2554,HG04076
2555,HG04080
2556,HG04090
2557,HG04093
2558,HG04094
2559,HG04096
2560,HG04098
2561,HG04099
2562,HG04100
2563,HG04106
2564,HG04107
2565,HG04118
2566,HG04131
2567,HG04134
2568,HG04140
2569,HG04141
2570,HG04144
2571,HG04146
2572,HG04152
2573,HG04153
2574,HG04155
2575,HG04156
2576,HG04158
2577,HG04159
2578,HG04161
2579,HG04162
2580,HG04164
2581,HG04171
2582,HG04173
2583,HG04176
2584,HG04177
2585,HG04180
2586,HG04182
2587,HG04183
2588,HG04185
2589,HG04186
2590,HG04188
2591,HG04189
2592,HG04194
2593,HG04195
2594,HG04198
2595,HG04200
2596,HG04202
2597,HG04206
2598,HG04209
2599,HG04210
2600,HG04211
2601,HG04212
2602,HG04214
2603,HG04216
2604,HG04219
2605,HG04222
2606,HG04225
2607,HG04227
2608,HG04229
2609,HG04235
2610,HG04238
2611,HG04239
2612,HG04301
2613,HG04302
2614,HG04303
2615,NA06984
2616,NA06985
2617,NA06986
2618,NA06989
2619,NA06994
2620,NA07000
2621,NA07037
2622,NA07048
2623,NA07051
2624,NA07056
2625,NA07347
2626,NA07357
2627,NA10847
2628,NA10851
2629,NA11829
2630,NA11830
2631,NA11831
2632,NA11832
2633,NA11840
2634,NA11843
2635,NA11881
2636,NA11892
2637,NA11893
2638,NA11894
2639,NA11918
2640,NA11919
2641,NA11920
2642,NA11930
2643,NA11931
2644,NA11932
2645,NA11933
2646,NA11992
2647,NA11994
2648,NA11995
2649,NA12003
2650,NA12004
2651,NA12005
2652,NA12006
2653,NA12043
2654,NA12044
2655,NA12045
2656,NA12046
2657,NA12058
2658,NA12144
2659,NA12154
2660,NA12155
2661,NA12156
2662,NA12234
2663,NA12249
2664,NA12272
2665,NA12273
2666,NA12275
2667,NA12282
2668,NA12283
2669,NA12286
2670,NA12287
2671,NA12340
2672,NA12341
2673,NA12342
2674,NA12347
2675,NA12348
2676,NA12383
2677,NA12399
2678,NA12400
2679,NA12413
2680,NA12414
2681,NA12489
2682,NA12546
2683,NA12716
2684,NA12717
2685,NA12718
2686,NA12748
2687,NA12749
2688,NA12750
2689,NA12751
2690,NA12760
2691,NA12761
2692,NA12762
2693,NA12763
2694,NA12775
2695,NA12776
2696,NA12777
2697,NA12778
2698,NA12812
2699,NA12813
2700,NA12814
2701,NA12815
2702,NA12827
2703,NA12828
2704,NA12829
2705,NA12830
2706,NA12842
2707,NA12843
2708,NA12872
2709,NA12873
2710,NA12874
2711,NA12878
2712,NA12889
2713,NA12890
2714,NA18486
2715,NA18488
2716,NA18489
2717,NA18499
2718,NA18501
2719,NA18502
2720,NA18504
2721,NA18505
2722,NA18507
2723,NA18508
2724,NA18510
2725,NA18511
2726,NA18516
2727,NA18517
2728,NA18519
2729,NA18520
2730,NA18522
2731,NA18523
2732,NA18525
2733,NA18526
2734,NA18527
2735,NA18528
2736,NA18530
2737,NA18531
2738,NA18532
2739,NA18533
2740,NA18534
2741,NA18535
2742,NA18536
2743,NA18537
2744,NA18538
2745,NA18539
2746,NA18541
2747,NA18542
2748,NA18543
2749,NA18544
2750,NA18545
2751,NA18546
2752,NA18547
2753,NA18548
2754,NA18549
2755,NA18550
2756,NA18552
2757,NA18553
2758,NA18555
2759,NA18557
2760,NA18558
2761,NA18559
2762,NA18560
2763,NA18561
2764,NA18562
2765,NA18563
2766,NA18564
2767,NA18565
2768,NA18566
2769,NA18567
2770,NA18570
2771,NA18571
2772,NA18572
2773,NA18573
2774,NA18574
2775,NA18576
2776,NA18577
2777,NA18579
2778,NA18582
2779,NA18591
2780,NA18592
2781,NA18593
2782,NA18595
2783,NA18596
2784,NA18597
2785,NA18599
2786,NA18602
2787,NA18603
2788,NA18605
2789,NA18606
2790,NA18608
2791,NA18609
2792,NA18610
2793,NA18611
2794,NA18612
2795,NA18613
2796,NA18614
2797,NA18615
2798,NA18616
2799,NA18617
2800,NA18618
2801,NA18619
2802,NA18620
2803,NA18621
2804,NA18622
2805,NA18623
2806,NA18624
2807,NA18625
2808,NA18626
2809,NA18627
2810,NA18628
2811,NA18629
2812,NA18630
2813,NA18631
2814,NA18632
2815,NA18633
2816,NA18634
2817,NA18635
2818,NA18636
2819,NA18637
2820,NA18638
2821,NA18639
2822,NA18640
2823,NA18641
2824,NA18642
2825,NA18643
2826,NA18644
2827,NA18645
2828,NA18646
2829,NA18647
2830,NA18648
2831,NA18740
2832,NA18745
2833,NA18747
2834,NA18748
2835,NA18749
2836,NA18757
2837,NA18791
2838,NA18853
2839,NA18856
2840,NA18858
2841,NA18861
2842,NA18864
2843,NA18865
2844,NA18867
2845,NA18868
2846,NA18870
2847,NA18871
2848,NA18873
2849,NA18874
2850,NA18876
2851,NA18877
2852,NA18878
2853,NA18879
2854,NA18881
2855,NA18907
2856,NA18908
2857,NA18909
2858,NA18910
2859,NA18912
2860,NA18915
2861,NA18916
2862,NA18917
2863,NA18923
2864,NA18924
2865,NA18933
2866,NA18934
2867,NA18939
2868,NA18940
2869,NA18941
2870,NA18942
2871,NA18943
2872,NA18944
2873,NA18945
2874,NA18946
2875,NA18947
2876,NA18948
2877,NA18949
2878,NA18950
2879,NA18951
2880,NA18952
2881,NA18953
2882,NA18954
2883,NA18955
2884,NA18956
2885,NA18957
2886,NA18959
2887,NA18960
2888,NA18961
2889,NA18962
2890,NA18963
2891,NA18964
2892,NA18965
2893,NA18966
2894,NA18967
2895,NA18968
2896,NA18969
2897,NA18970
2898,NA18971
2899,NA18972
2900,NA18973
2901,NA18974
2902,NA18975
2903,NA18976
2904,NA18977
2905,NA18978
2906,NA18979
2907,NA18980
2908,NA18981
2909,NA18982
2910,NA18983
2911,NA18984
2912,NA18985
2913,NA18986
2914,NA18987
2915,NA18988
2916,NA18989
2917,NA18990
2918,NA18991
2919,NA18992
2920,NA18993
2921,NA18994
2922,NA18995
2923,NA18997
2924,NA18998
2925,NA18999
2926,NA19000
2927,NA19001
2928,NA19002
2929,NA19003
2930,NA19004
2931,NA19005
2932,NA19006
2933,NA19007
2934,NA19009
2935,NA19010
2936,NA19011
2937,NA19012
2938,NA19017
2939,NA19019
2940,NA19020
2941,NA19023
2942,NA19024
2943,NA19025
2944,NA19026
2945,NA19027
2946,NA19028
2947,NA19030
2948,NA19031
2949,NA19035
2950,NA19036
2951,NA19037
2952,NA19038
2953,NA19041
2954,NA19042
2955,NA19043
2956,NA19044
2957,NA19054
2958,NA19055
2959,NA19056
2960,NA19057
2961,NA19058
2962,NA19059
2963,NA19060
2964,NA19062
2965,NA19063
2966,NA19064
2967,NA19065
2968,NA19066
2969,NA19067
2970,NA19068
2971,NA19070
2972,NA19072
2973,NA19074
2974,NA19075
2975,NA19076
2976,NA19077
2977,NA19078
2978,NA19079
2979,NA19080
2980,NA19081
2981,NA19082
2982,NA19083
2983,NA19084
2984,NA19085
2985,NA19086
2986,NA19087
2987,NA19088
2988,NA19089
2989,NA19090
2990,NA19091
2991,NA19092
2992,NA19093
2993,NA19095
2994,NA19096
2995,NA19098
2996,NA19099
2997,NA19102
2998,NA19107
2999,NA19108
3000,NA19113
3001,NA19114
3002,NA19116
3003,NA19117
3004,NA19118
3005,NA19119
3006,NA19121
3007,NA19129
3008,NA19130
3009,NA19131
3010,NA19137
3011,NA19138
3012,NA19141
3013,NA19143
3014,NA19144
3015,NA19146
3016,NA19147
3017,NA19149
3018,NA19152
3019,NA19153
3020,NA19159
3021,NA19160
3022,NA19171
3023,NA19172
3024,NA19175
3025,NA19184
3026,NA19185
3027,NA19189
3028,NA19190
3029,NA19197
3030,NA19198
3031,NA19200
3032,NA19201
3033,NA19204
3034,NA19206
3035,NA19207
3036,NA19209
3037,NA19210
3038,NA19213
3039,NA19214
3040,NA19222
3041,NA19223
3042,NA19225
3043,NA19235
3044,NA19236
3045,NA19238
3046,NA19239
3047,NA19247
3048,NA19248
3049,NA19256
3050,NA19257
3051,NA19307
3052,NA19308
3053,NA19309
3054,NA19310
3055,NA19312
3056,NA19314
3057,NA19315
3058,NA19316
3059,NA19317
3060,NA19318
3061,NA19319
3062,NA19320
3063,NA19321
3064,NA19323
3065,NA19324
3066,NA19327
3067,NA19328
3068,NA19331
3069,NA19332
3070,NA19334
3071,NA19338
3072,NA19346
3073,NA19347
3074,NA19350
3075,NA19351
3076,NA19355
3077,NA19359
3078,NA19360
3079,NA19371
3080,NA19372
3081,NA19374
3082,NA19375
3083,NA19376
3084,NA19377
3085,NA19378
3086,NA19379
3087,NA19380
3088,NA19383
3089,NA19384
3090,NA19385
3091,NA19390
3092,NA19391
3093,NA19393
3094,NA19394
3095,NA19395
3096,NA19397
3097,NA19398
3098,NA19399
3099,NA19401
3100,NA19403
3101,NA19404
3102,NA19428
3103,NA19429
3104,NA19430
3105,NA19431
3106,NA19434
3107,NA19435
3108,NA19436
3109,NA19437
3110,NA19438
3111,NA19439
3112,NA19440
3113,NA19443
3114,NA19445
3115,NA19446
3116,NA19448
3117,NA19449
3118,NA19451
3119,NA19452
3120,NA19454
3121,NA19455
3122,NA19456
3123,NA19457
3124,NA19461
3125,NA19462
3126,NA19463
3127,NA19466
3128,NA19467
3129,NA19468
3130,NA19471
3131,NA19472
3132,NA19473
3133,NA19474
3134,NA19475
3135,NA19625
3136,NA19648
3137,NA19649
3138,NA19651
3139,NA19652
3140,NA19654
3141,NA19655
3142,NA19657
3143,NA19658
3144,NA19661
3145,NA19663
3146,NA19664
3147,NA19669
3148,NA19670
3149,NA19676
3150,NA19678
3151,NA19679
3152,NA19681
3153,NA19682
3154,NA19684
3155,NA19700
3156,NA19701
3157,NA19703
3158,NA19704
3159,NA19707
3160,NA19711
3161,NA19712
3162,NA19713
3163,NA19716
3164,NA19717
3165,NA19719
3166,NA19720
3167,NA19722
3168,NA19723
3169,NA19725
3170,NA19726
3171,NA19728
3172,NA19729
3173,NA19731
3174,NA19732
3175,NA19734
3176,NA19735
3177,NA19740
3178,NA19741
3179,NA19746
3180,NA19747
3181,NA19749
3182,NA19750
3183,NA19752
3184,NA19755
3185,NA19756
3186,NA19758
3187,NA19759
3188,NA19761
3189,NA19762
3190,NA19764
3191,NA19770
3192,NA19771
3193,NA19773
3194,NA19774
3195,NA19776
3196,NA19777
3197,NA19779
3198,NA19780
3199,NA19782
3200,NA19783
3201,NA19785
3202,NA19786
3203,NA19788
3204,NA19789
3205,NA19792
3206,NA19794
3207,NA19795
3208,NA19818
3209,NA19819
3210,NA19834
3211,NA19835
3212,NA19900
3213,NA19901
3214,NA19904
3215,NA19908
3216,NA19909
3217,NA19913
3218,NA19914
3219,NA19916
3220,NA19917
3221,NA19920
3222,NA19921
3223,NA19922
3224,NA19923
3225,NA19982
3226,NA19984
3227,NA20126
3228,NA20127
3229,NA20274
3230,NA20276
3231,NA20278
3232,NA20281
3233,NA20282
3234,NA20287
3235,NA20289
3236,NA20291
3237,NA20294
3238,NA20296
3239,NA20298
3240,NA20299
3241,NA20314
3242,NA20317
3243,NA20318
3244,NA20320
3245,NA20321
3246,NA20332
3247,NA20334
3248,NA20339
3249,NA20340
3250,NA20342
3251,NA20346
3252,NA20348
3253,NA20351
3254,NA20355
3255,NA20356
3256,NA20357
3257,NA20359
3258,NA20362
3259,NA20412
3260,NA20502
3261,NA20503
3262,NA20504
3263,NA20505
3264,NA20506
3265,NA20507
3266,NA20508
3267,NA20509
3268,NA20510
3269,NA20511
3270,NA20512
3271,NA20513
3272,NA20514
3273,NA20515
3274,NA20516
3275,NA20517
3276,NA20518
3277,NA20519
3278,NA20520
3279,NA20521
3280,NA20522
3281,NA20524
3282,NA20525
3283,NA20527
3284,NA20528
3285,NA20529
3286,NA20530
3287,NA20531
3288,NA20532
3289,NA20533
3290,NA20534
3291,NA20535
3292,NA20536
3293,NA20537
3294,NA20538
3295,NA20539
3296,NA20540
3297,NA20541
3298,NA20542
3299,NA20543
3300,NA20544
3301,NA20581
3302,NA20582
3303,NA20585
3304,NA20586
3305,NA20587
3306,NA20588
3307,NA20589
3308,NA20752
3309,NA20753
3310,NA20754
3311,NA20755
3312,NA20756
3313,NA20757
3314,NA20758
3315,NA20759
3316,NA20760
3317,NA20761
3318,NA20762
3319,NA20763
3320,NA20764
3321,NA20765
3322,NA20766
3323,NA20767
3324,NA20768
3325,NA20769
3326,NA20770
3327,NA20771
3328,NA20772
3329,NA20773
3330,NA20774
3331,NA20775
3332,NA20778
3333,NA20783
3334,NA20785
3335,NA20786
3336,NA20787
3337,NA20790
3338,NA20792
3339,NA20795
3340,NA20796
3341,NA20797
3342,NA20798
3343,NA20799
3344,NA20800
3345,NA20801
3346,NA20802
3347,NA20803
3348,NA20804
3349,NA20805
3350,NA20806
3351,NA20807
3352,NA20808
3353,NA20809
3354,NA20810
3355,NA20811
3356,NA20812
3357,NA20813
3358,NA20814
3359,NA20815
3360,NA20816
3361,NA20818
3362,NA20819
3363,NA20821
3364,NA20822
3365,NA20826
3366,NA20827
3367,NA20828
3368,NA20829
3369,NA20831
3370,NA20832
3371,NA20845
3372,NA20846
3373,NA20847
3374,NA20849
3375,NA20850
3376,NA20851
3377,NA20852
3378,NA20853
3379,NA20854
3380,NA20856
3381,NA20858
3382,NA20859
3383,NA20861
3384,NA20862
3385,NA20863
